epoch,accuracy,loss
0,0.65625,0.0024957028217613697
0,0.46875,0.0071002524346113205
0,0.6875,0.0031673996709287167
0,0.59375,0.0083955442532897
0,0.8125,0.004896657541394234
0,0.65625,0.002644296968355775
0,0.71875,0.0025810080114752054
0,0.59375,0.019357673823833466
0,0.75,0.0039462679997086525
0,0.6875,0.0033738790079951286
0,0.78125,0.0034130511339753866
0,0.59375,0.012020598165690899
0,0.59375,0.0060944934375584126
0,0.71875,0.005181687884032726
0,0.6875,0.0026569371111691
0,0.5,0.003217024262994528
0,0.65625,0.0041359770111739635
0,0.65625,0.007983223535120487
0,0.375,0.0033185165375471115
0,0.40625,0.013738030567765236
0,0.59375,0.0038040210492908955
0,0.40625,0.015244333073496819
0,0.625,0.004688425455242395
0,0.5,0.008168963715434074
0,0.6875,0.019037941470742226
0,0.625,0.004786204546689987
0,0.59375,0.008160995319485664
0,0.625,0.004275667015463114
0,0.65625,0.0030561801977455616
0,0.5625,0.09683618694543839
0,0.59375,0.004947714041918516
0,0.625,0.0059263440780341625
0,0.4375,0.005782316904515028
0,0.59375,0.004171164706349373
0,0.5625,0.0014395698672160506
0,0.75,0.002942671999335289
0,0.71875,0.006669715978205204
0,0.6875,0.0035484556574374437
0,0.59375,0.011065861210227013
0,0.625,0.005650770850479603
0,0.625,0.00829710066318512
0,0.5,0.012874545529484749
0,0.5625,0.004004541784524918
0,0.59375,0.004251432605087757
0,0.5625,0.004417821764945984
0,0.53125,0.002657646778970957
0,0.53125,0.005654779262840748
0,0.5625,0.007743781432509422
0,0.59375,0.005814211908727884
0,0.5,0.012029001489281654
0,0.625,0.00608713086694479
0,0.59375,0.0026448804419487715
0,0.65625,0.001987073803320527
0,0.53125,0.08403769880533218
0,0.53125,0.002853136509656906
0,0.59375,0.004764640238136053
0,0.5625,0.0008901141118258238
0,0.5,0.0034731202758848667
0,0.59375,0.0024863402359187603
0,0.75,0.009158671833574772
0,0.625,0.005775539670139551
0,0.625,0.004945178050547838
0,0.46875,0.0026034140028059483
0,0.625,0.006601874250918627
0,0.65625,0.003942243289202452
0,0.59375,0.0027021935675293207
0,0.28125,0.002709090244024992
0,0.53125,0.010144645348191261
0,0.625,0.020782483741641045
0,0.6875,0.0030625169165432453
0,0.6875,0.00383060984313488
0,0.625,0.003517651930451393
0,0.59375,0.005669254343956709
0,0.65625,0.0032950234599411488
0,0.4375,0.0025440501049160957
0,0.375,0.012360571883618832
0,0.5,0.029662221670150757
0,0.46875,0.0906669870018959
0,0.625,0.006072948686778545
0,0.5,0.002299300627782941
0,0.53125,0.0059746503829956055
0,0.625,0.005164667498320341
0,0.65625,0.0071863653138279915
0,0.5625,0.025016603991389275
0,0.6875,0.011840201914310455
0,0.65625,0.07589799910783768
0,0.625,0.005283736158162355
0,0.5625,0.007039092946797609
0,0.4375,0.0030483147129416466
0,0.59375,0.0030542395543307066
0,0.5625,0.006247788667678833
0,0.59375,0.011151350103318691
0,0.59375,0.014570127241313457
0,0.5,0.02305813506245613
0,0.65625,0.003253643400967121
0,0.625,0.004726086743175983
0,0.6875,0.009330246597528458
0,0.5625,0.003428738098591566
0,0.46875,0.008483417332172394
0,0.5,0.02809096872806549
0,0.65625,0.008617507293820381
0,0.75,0.003487830515950918
0,0.375,0.017260681837797165
0,0.4375,0.013681701384484768
0,0.6875,0.01862521842122078
0,0.625,0.009364878758788109
0,0.71875,0.005387119483202696
0,0.53125,0.012417182326316833
0,0.5,0.017271071672439575
0,0.5625,0.0134655199944973
0,0.59375,0.017304114997386932
0,0.53125,0.003339894115924835
0,0.59375,0.011548182927072048
0,0.59375,0.004997707903385162
0,0.78125,0.0030065556056797504
0,0.5,0.009698111563920975
0,0.625,0.003389072371646762
0,0.65625,0.003988584037870169
0,0.71875,0.0018883745651692152
0,0.46875,0.007954539731144905
0,0.53125,0.0047673508524894714
0,0.40625,0.0038097361102700233
0,0.6875,0.002517635701224208
0,0.5625,0.005931480787694454
0,0.625,0.0030459435656666756
0,0.71875,0.008740361779928207
0,0.5625,0.002655779244378209
0,0.53125,0.0019890707917511463
0,0.53125,0.00452304445207119
0,0.5,0.00425382237881422
0,0.59375,0.0036591067910194397
0,0.6875,0.006113081239163876
0,0.59375,0.0033765675034374
0,0.75,0.001926448312588036
0,0.5,0.01619322970509529
0,0.59375,0.00832817517220974
0,0.53125,0.009276315569877625
0,0.53125,0.0055510541424155235
0,0.5625,0.008066427893936634
0,0.4375,0.003474452067166567
0,0.4375,0.011015734635293484
0,0.5625,0.011622438207268715
0,0.46875,0.007795003242790699
0,0.65625,0.005843919701874256
0,0.75,0.015139549970626831
0,0.75,0.01200936920940876
0,0.75,0.003639044938609004
0,0.71875,0.0016170598100870848
0,0.5,0.011669270694255829
0,0.65625,0.002621517051011324
0,0.40625,0.0058307102881371975
0,0.5625,0.005105539225041866
0,0.5,0.004514745436608791
0,0.625,0.0042299870401620865
0,0.46875,0.005450841970741749
0,0.625,0.003941111266613007
0,0.625,0.0020592897199094296
0,0.625,0.009224729612469673
0,0.5625,0.0028531658463180065
0,0.53125,0.008104088716208935
0,0.59375,0.007817084901034832
0,0.59375,0.003987340722233057
0,0.625,0.00677441107109189
0,0.5625,0.008044766262173653
0,0.5,0.008725152350962162
0,0.59375,0.006804877892136574
0,0.5,0.0041798073798418045
0,0.40625,0.004457960836589336
0,0.375,0.0024657645262777805
0,0.59375,0.007447391282767057
0,0.6875,0.0026961741968989372
0,0.59375,0.00402115099132061
0,0.46875,0.01322975754737854
0,0.65625,0.00637777941301465
0,0.5625,0.0029252395033836365
0,0.625,0.004369535017758608
0,0.59375,0.013077428564429283
0,0.59375,0.004125140607357025
0,0.5,0.011053673923015594
0,0.625,0.0038533592596650124
0,0.65625,0.0022605028934776783
0,0.4375,0.0022490506526082754
0,0.28125,0.011817196384072304
0,0.6875,0.013482743874192238
0,0.71875,0.005629805848002434
0,0.65625,0.005554534494876862
0,0.65625,0.03186522424221039
0,0.59375,0.005032001994550228
0,0.75,0.007144155912101269
0,0.5,0.003360587637871504
0,0.71875,0.013932744041085243
0,0.625,0.004993130452930927
0,0.59375,0.01283672358840704
0,0.75,0.007658152375370264
0,0.5625,0.014142388477921486
0,0.65625,0.0032873540185391903
0,0.625,0.002887133974581957
0,0.5625,0.006045175716280937
0,0.6875,0.012559933587908745
0,0.53125,0.006162834819406271
0,0.625,0.0076513090170919895
0,0.46875,0.0021963168401271105
0,0.65625,0.004190378822386265
0,0.59375,0.006997070740908384
0,0.625,0.006025202572345734
0,0.625,0.004953754134476185
0,0.625,0.0048324838280677795
0,0.53125,0.007926039397716522
0,0.59375,0.0027774914633482695
0,0.59375,0.001755954697728157
0,0.53125,0.004796458408236504
0,0.65625,0.0029290723614394665
0,0.5625,0.004851579666137695
0,0.59375,0.005230550654232502
0,0.65625,0.002934519201517105
0,0.5625,0.010514792986214161
0,0.71875,0.0046500759199261665
0,0.65625,0.009710626676678658
0,0.625,0.008184600621461868
0,0.5625,0.0031680655665695667
0,0.5625,0.007312432862818241
0,0.71875,0.004652864299714565
0,0.5625,0.03373802453279495
0,0.4375,0.006464389152824879
0,0.65625,0.009148437529802322
0,0.65625,0.0024753983598202467
0,0.5,0.0034083120990544558
0,0.625,0.008428961038589478
0,0.4375,0.0127598587423563
0,0.59375,0.0028883684426546097
0,0.5,0.00822096224874258
0,0.65625,0.004632464610040188
0,0.53125,0.008501934818923473
0,0.53125,0.003936717286705971
0,0.4375,0.006957013159990311
0,0.625,0.008850461803376675
0,0.5,0.01398392766714096
0,0.46875,0.0070730652660131454
0,0.5,0.01895512454211712
